event_id_cnty,event_date,state_clean,location,event_type,notes_short,fatalities,kidnapped_count,fatalities_combatants,fatalities_security_forces,fatalities_civilians,civilian_targeting,is_duplicate,corrected_kidnapped_count,corrected_fatalities,corrected_combatants,corrected_security,corrected_civilians,corrected_duplicate,review_note
NIG12747,2018-07-09,Taraba,Bunzum,Violence against civilians,"09 July. Fulanis attack Gojefa, Bujum Yashi, Bujum Waya, Sabonlayi and Bujum Kasuwa villages in Numan Local Government a...",5,0.0,0.0,0.0,5.0,Yes,Flagged by dedup,,,,,,,
NIG12743,2018-07-09,Taraba,Bamga,Violence against civilians,"09 July. Fulanis attack Gojefa, Bujum Yashi, Bujum Waya, Sabonlayi and Bujum Kasuwa villages in Numan Local Government a...",5,0.0,0.0,0.0,5.0,Yes,Flagged by dedup,,,,,,,
NIG12745,2018-07-09,Taraba,Todung,Violence against civilians,"09 July. Fulanis attack Gojefa, Bujum Yashi, Bujum Waya, Sabonlayi and Bujum Kasuwa villages in Numan Local Government a...",5,0.0,0.0,0.0,5.0,Yes,Flagged by dedup,,,,,,,
NIG12738,2018-07-09,Adamawa,Gojefa,Violence against civilians,"09 July. Fulanis attack Gojefa, Bujum Yashi, Bujum Waya, Sabonlayi and Bujum Kasuwa villages in Numan Local Government a...",5,0.0,0.0,0.0,5.0,Yes,Flagged by dedup,,,,,,,
NIG12746,2018-07-09,Taraba,Budon,Violence against civilians,"09 July. Fulanis attack Gojefa, Bujum Yashi, Bujum Waya, Sabonlayi and Bujum Kasuwa villages in Numan Local Government a...",5,0.0,0.0,0.0,5.0,Yes,Flagged by dedup,,,,,,,
NIG12740,2018-07-09,Adamawa,Bujum Waya,Violence against civilians,"09 July. Fulanis attack Gojefa, Bujum Yashi, Bujum Waya, Sabonlayi and Bujum Kasuwa villages in Numan Local Government a...",5,0.0,0.0,0.0,5.0,Yes,Flagged by dedup,,,,,,,
NIG12739,2018-07-09,Adamawa,Bujum Yashi,Violence against civilians,"09 July. Fulanis attack Gojefa, Bujum Yashi, Bujum Waya, Sabonlayi and Bujum Kasuwa villages in Numan Local Government a...",5,0.0,0.0,0.0,5.0,Yes,Flagged by dedup,,,,,,,
NIG12732,2018-07-09,Sokoto,Tabanni,Violence against civilians,"09 July. Unidentified perpetrators attacked several villages in in Rabah LGA (including Gandi, Tabanni, Gidan Barebari (...",3,0.0,0.0,0.0,3.0,Yes,No,,,,,,,
NIG14061,2018-07-09,Kogi,Okpo,Violence against civilians,09 July. Prison guards conduct an extrajudicial killing of a prisoner at Okpo of Olamabolo.,1,0.0,0.0,0.0,1.0,Yes,No,,,,,,,
NIG12737,2018-07-09,Adamawa,Wakka,Violence against civilians,"09 July. Fulanis attack Mayo Lope, Yojjin, Bujun, Ugbakka, and Wakka (all coordinates approx.) in Mayo-Belwa LGA, killin...",4,0.0,0.0,0.0,4.0,Yes,No,,,,,,,
NIG12736,2018-07-09,Adamawa,Ugbakka,Violence against civilians,"09 July. Fulanis attack Mayo Lope, Yojjin, Bujun, Ugbakka, and Wakka (all coordinates approx.) in Mayo-Belwa LGA, killin...",5,0.0,0.0,0.0,5.0,Yes,Flagged by dedup,,,,,,,
NIG12734,2018-07-09,Adamawa,Yojjin,Violence against civilians,"09 July. Fulanis attack Mayo Lope, Yojjin, Bujun, Ugbakka, and Wakka (all coordinates approx.) in Mayo-Belwa LGA, killin...",5,0.0,0.0,0.0,5.0,Yes,Flagged by dedup,,,,,,,
NIG12733,2018-07-09,Adamawa,Mayo Lope,Violence against civilians,"09 July. Fulanis attack Mayo Lope, Yojjin, Bujun, Ugbakka, and Wakka (all coordinates approx.) in Mayo-Belwa LGA, killin...",5,0.0,0.0,0.0,5.0,Yes,Flagged by dedup,,,,,,,
NIG12735,2018-07-09,Adamawa,Bujun,Violence against civilians,"09 July. Fulanis attack Mayo Lope, Yojjin, Bujun, Ugbakka, and Wakka (all coordinates approx.) in Mayo-Belwa LGA, killin...",5,0.0,0.0,0.0,5.0,Yes,Flagged by dedup,,,,,,,
NIG12758,2018-07-09,Sokoto,Akuzo,Violence against civilians,"09 July. Unidentified perpetrators attacked several villages in in Rabah LGA (including Gandi, Tabanni, Gidan Barebari (...",2,0.0,0.0,0.0,2.0,Yes,Flagged by dedup,,,,,,,
NIG12760,2018-07-09,Sokoto,Buronga,Violence against civilians,"09 July. Unidentified perpetrators attacked several villages in in Rabah LGA (including Gandi, Tabanni, Gidan Barebari (...",2,0.0,0.0,0.0,2.0,Yes,Flagged by dedup,,,,,,,
NIG12759,2018-07-09,Sokoto,Dankaiwa Native Area,Violence against civilians,"09 July. Unidentified perpetrators attacked several villages in in Rabah LGA (including Gandi, Tabanni, Gidan Barebari (...",2,0.0,0.0,0.0,2.0,Yes,Flagged by dedup,,,,,,,
NIG12756,2018-07-09,Sokoto,Gandi,Violence against civilians,"09 July. Unidentified perpetrators attacked several villages in in Rabah LGA (including Gandi, Tabanni, Gidan Barebari (...",2,0.0,0.0,0.0,2.0,Yes,Flagged by dedup,,,,,,,
NIG12757,2018-07-09,Sokoto,Barebari,Violence against civilians,"09 July. Unidentified perpetrators attacked several villages in in Rabah LGA (including Gandi, Tabanni, Gidan Barebari (...",2,0.0,0.0,0.0,2.0,Yes,Flagged by dedup,,,,,,,
NIG12762,2018-07-10,Sokoto,Tabanni,Violence against civilians,"10 July. Unidentified perpetrators attacked several villages in in Rabah LGA (including Gandi, Tabanni, Gidan Barebari (...",3,0.0,0.0,0.0,3.0,Yes,No,,,,,,,
NIG12764,2018-07-10,Adamawa,Yojjin,Violence against civilians,"10 July. Fulanis attack Mayo Lope, Yojjin, Bujun, Ugbakka, and Wakka (all coordinates approx.) in Mayo-Belwa LGA, killin...",5,0.0,0.0,0.0,5.0,Yes,No,,,,,,,
NIG12770,2018-07-10,Kebbi,Bango,Riots,10 July. A man was killed by a mob after allegedly killing his mother in-law in Kebbi State. The incident occurred at Ba...,1,0.0,0.0,0.0,1.0,Yes,No,,,,,,,
NIG12767,2018-07-10,Adamawa,Wakka,Violence against civilians,"10 July. Fulanis attack Mayo Lope, Yojjin, Bujun, Ugbakka, and Wakka (all coordinates approx.) in Mayo-Belwa LGA, killin...",4,0.0,0.0,0.0,4.0,Yes,Flagged by dedup,,,,,,,
NIG12766,2018-07-10,Adamawa,Ugbakka,Violence against civilians,"10 July. Fulanis attack Mayo Lope, Yojjin, Bujun, Ugbakka, and Wakka (all coordinates approx.) in Mayo-Belwa LGA, killin...",5,0.0,0.0,0.0,5.0,Yes,Flagged by dedup,,,,,,,
NIG12763,2018-07-10,Adamawa,Mayo Lope,Violence against civilians,"10 July. Fulanis attack Mayo Lope, Yojjin, Bujun, Ugbakka, and Wakka (all coordinates approx.) in Mayo-Belwa LGA, killin...",5,0.0,0.0,0.0,5.0,Yes,Flagged by dedup,,,,,,,
NIG12765,2018-07-10,Adamawa,Bujun,Violence against civilians,"10 July. Fulanis attack Mayo Lope, Yojjin, Bujun, Ugbakka, and Wakka (all coordinates approx.) in Mayo-Belwa LGA, killin...",5,0.0,0.0,0.0,5.0,Yes,Flagged by dedup,,,,,,,
NIG12778,2018-07-10,Sokoto,Akuzo,Violence against civilians,"10 July. Unidentified perpetrators attacked several villages in in Rabah LGA (including Gandi, Tabanni, Gidan Barebari (...",2,0.0,0.0,0.0,2.0,Yes,Flagged by dedup,,,,,,,
NIG12777,2018-07-10,Sokoto,Barebari,Violence against civilians,"10 July. Unidentified perpetrators attacked several villages in in Rabah LGA (including Gandi, Tabanni, Gidan Barebari (...",2,0.0,0.0,0.0,2.0,Yes,Flagged by dedup,,,,,,,
NIG21708,2021-08-12,Benue,Agila,Violence against civilians,"On 12 August 2021, three persons were killed in Agila, (Ado LGA, Benue state) in a reprisal attack by militias from Ngbo...",3,0.0,0.0,0.0,3.0,Yes,No,,,,,,,
NIG12780,2018-07-10,Sokoto,Buronga,Violence against civilians,"10 July. Unidentified perpetrators attacked several villages in in Rabah LGA (including Gandi, Tabanni, Gidan Barebari (...",1,0.0,0.0,0.0,1.0,Yes,Flagged by dedup,,,,,,,
NIG12776,2018-07-10,Sokoto,Gandi,Violence against civilians,"10 July. Unidentified perpetrators attacked several villages in in Rabah LGA (including Gandi, Tabanni, Gidan Barebari (...",2,0.0,0.0,0.0,2.0,Yes,Flagged by dedup,,,,,,,
NIG12779,2018-07-10,Sokoto,Dankaiwa Native Area,Violence against civilians,"10 July. Unidentified perpetrators attacked several villages in in Rabah LGA (including Gandi, Tabanni, Gidan Barebari (...",1,0.0,0.0,0.0,1.0,Yes,Flagged by dedup,,,,,,,
NIG12774,2018-07-10,Adamawa,Lubu,Violence against civilians,"10 July. Boko Haram attack Luru (Lubu) location, Girei LGA, killing five. Following the attack the attackers raised the ...",5,0.0,0.0,0.0,5.0,Yes,No,,,,,,,
NIG26847,2018-07-11,Zamfara,Birnin Tudu,Violence against civilians,"On 11 July 2018, gunmen, presumably a Zamfara militia, abducted a Chinese national, employee of a construction company, ...",0,0.0,0.0,0.0,0.0,Yes,No,,,,,,,
NIG12782,2018-07-11,Ekiti,Ado-Ekiti,Violence against civilians,"11 July. The governor of Ekiti state was allegedly beaten, tear gassed and dragged on the floor by APC-backed security m...",0,0.0,0.0,0.0,0.0,Yes,No,,,,,,,
NIG14062,2018-07-12,Ondo,Ikeram,Violence against civilians,12 July. A Fulani was killed on a farm by an unidentified armed group on the outskirts of Ikaram of Akoko North West LGA...,1,0.0,0.0,0.0,1.0,Yes,No,,,,,,,
NIG12801,2018-07-14,Anambra,Obosi,Violence against civilians,14 July. An elderly couple in Obosi was murdered 'in cold blood' in a suspected land dispute.,2,0.0,0.0,0.0,2.0,Yes,No,,,,,,,
NIG12800,2018-07-14,Plateau,Bukuru,Violence against civilians,14 July. Governor Simon Lalong of Plateau State's convoy was ambushed in Jos South by people suspected to be 'hoodlums'....,0,0.0,0.0,0.0,0.0,Yes,No,,,,,,,
NIG27113,2021-08-12,Zamfara,Bungudu,Violence against civilians,"On 12 August 2021, a Zamfara militia shot and killed a former Local Government Councilor of Sankalawa-Sabon Gida Ward at...",1,0.0,0.0,0.0,1.0,Yes,No,,,,,,,
NIG12806,2018-07-15,Taraba,Jalingo,Riots,15 July. Youths riot in Jalingo for unknown reason. Several civilians report being attacked.,0,0.0,0.0,0.0,0.0,Yes,No,,,,,,,
NIG12812,2018-07-16,Osun,Oshogbo,Violence against civilians,16 July. Suspected armed 'thugs' attacked a group of journalists covering an APC press conference. The secretary of the ...,0,0.0,0.0,0.0,0.0,Yes,No,,,,,,,
NIG12823,2018-07-17,Taraba,Iware,Violence against civilians,17 July. The Taraba State Police Command has confirmed the death of six persons following attack on Iware Market by susp...,6,0.0,0.0,0.0,6.0,Yes,No,,,,,,,
NIG21813,2021-08-23,Anambra,Onitsha,Violence against civilians,"On 23 August 2021, a local communal militia killed a man along Onitsha-Enugu expressway (Onisha North, Anambra) coded as...",1,0.0,0.0,0.0,1.0,Yes,No,,,,,,,
NIG12822,2018-07-17,Zamfara,Sabon Gari,Violence against civilians,"17 July. No fewer than 30 people were reported killed, with scores injured as suspected 'bandits' or cattle raiders acti...",4,0.0,0.0,0.0,4.0,Yes,No,,,,,,,
NIG12818,2018-07-17,Zamfara,Sikida,Violence against civilians,"17 July. No fewer than 30 people were reported killed, with scores injured as suspected 'bandits' or cattle raiders acti...",7,0.0,0.0,0.0,7.0,Yes,Flagged by dedup,,,,,,,
NIG12820,2018-07-17,Zamfara,Farin Zare,Violence against civilians,"17 July. No fewer than 30 people were reported killed, with scores injured as suspected 'bandits' or cattle raiders acti...",4,0.0,0.0,0.0,4.0,Yes,Flagged by dedup,,,,,,,
NIG12819,2018-07-17,Zamfara,Gyaddu,Violence against civilians,"17 July. No fewer than 30 people were reported killed, with scores injured as suspected 'bandits' or cattle raiders acti...",7,0.0,0.0,0.0,7.0,Yes,Flagged by dedup,,,,,,,
NIG12821,2018-07-17,Zamfara,Orawa,Violence against civilians,"17 July. No fewer than 30 people were reported killed, with scores injured as suspected 'bandits' or cattle raiders acti...",8,0.0,0.0,0.0,8.0,Yes,Flagged by dedup,,,,,,,
NIG12817,2018-07-17,Kogi,Idah,Violence against civilians,17 July. Unidentified gunmen assassinate the director of public works in Idah.,1,0.0,0.0,0.0,1.0,Yes,No,,,,,,,
NIG12899,2018-07-17,Gombe,Bangunji,Violence against civilians,17 July. The traditional ruler of Bangunji is killed. A suspect was arrested the following month.,1,0.0,0.0,0.0,1.0,Yes,No,,,,,,,
NIG14348,2018-07-18,Delta,Ogula,Violence against civilians,"18 -19 July. A Barutu communal militia assault local chiefs and destroy 60 homes with dynamite, petrol bombs and other e...",0,0.0,0.0,0.0,0.0,Yes,No,,,,,,,
NIG12827,2018-07-19,Zamfara,Karakai,Violence against civilians,"19 July. Unidentified gunmen attacked Karakai village market, killing two civilians.",2,0.0,0.0,0.0,2.0,Yes,No,,,,,,,
NIG14349,2018-07-19,Delta,Ogula,Violence against civilians,"18 -19 July. A Barutu communal militia assault local chiefs and destroy 60 homes with dynamite, petrol bombs and other e...",0,0.0,0.0,0.0,0.0,Yes,No,,,,,,,
NIG12858,2018-07-21,Lagos,Lagos,Violence against civilians,21 July. Suspected members of the PDP conspire and murder a party chieftain in Lagos. Two others were injured. Police la...,1,0.0,0.0,0.0,1.0,Yes,No,,,,,,,
NIG14065,2018-07-22,Delta,Ughelli,Violence against civilians,"22 July. Ejiro Ikpikpini, APC's Assistant Youth Leader of Delta State is strangled and stabbed to death by an unidentifi...",1,0.0,0.0,0.0,1.0,Yes,No,,,,,,,
NIG12861,2018-07-22,Borno,Konduga,Violence against civilians,"22 July, on or about. Boko Haram slit the throats of no fewer than 18 civilians in the Lake Chad region 'at the weekend....",18,0.0,0.0,0.0,18.0,Yes,No,,,,,,,
NIG12867,2018-07-23,Ondo,Akure,Violence against civilians,"23 July, on or before. Police kill a civilian in Akure over food.",1,0.0,0.0,0.0,1.0,Yes,No,,,,,,,
NIG12868,2018-07-23,Borno,Mairami,Explosions/Remote violence,23 July. A Boko Haram suicide bomber targeted a mosque in Mainari (Mairami) during the morning hours. Eight worshipers k...,9,0.0,0.0,0.0,9.0,Yes,No,,,,,,,
NIG12871,2018-07-24,Zamfara,Kwadi,Violence against civilians,"24 July. Unidentified gunmen attacked Kwadi village, killing four and injuring others. @daily_trust reports at least 20 ...",4,0.0,0.0,0.0,4.0,Yes,No,,,,,,,
NIG13744,2018-07-25,Akwa Ibom,Abak,Violence against civilians,Week of 25 July. Police officers kill a commercial motorcycle driver in Abak of Akwa Ibom State for refusing to stop in ...,1,0.0,0.0,0.0,1.0,Yes,No,,,,,,,
NIG12900,2018-07-26,Imo,Akokwa,Violence against civilians,"26 July. Unknown gunmen killed the APC Chairman in Ideato North Local Government Area of Imo State, , Mr Sunny Ejiagwu.",1,0.0,0.0,0.0,1.0,Yes,No,,,,,,,
NIG12907,2018-07-27,Zamfara,Zurmi,Violence against civilians,28 July. 'Armed bandits' kidnapped 15 people in Maradun local government area. The government launched an operation agai...,0,15.0,0.0,0.0,0.0,Yes,No,,,,,,,
NIG12905,2018-07-27,Zamfara,Kwashebawa,Violence against civilians,"27 July. 'Armed bandits' attacked 18 villages in the Mashema, Kwashabawa and Birane districts of Zurmi local government ...",14,15.0,0.0,0.0,14.0,Yes,No,,,,,,,
NIG12904,2018-07-27,Zamfara,Mashema,Violence against civilians,"27 July. 'Armed bandits' attacked 18 villages in the Mashema, Kwashabawa and Birane districts of Zurmi local government ...",14,15.0,0.0,0.0,14.0,Yes,Flagged by dedup,,,,,,,
NIG12906,2018-07-27,Zamfara,Zurmi,Violence against civilians,"27 July. 'Armed bandits' attacked 18 villages in the Mashema, Kwashabawa and Birane districts of Zurmi local government ...",14,15.0,0.0,0.0,14.0,Yes,Flagged by dedup,,,,,,,
NIG12878,2018-07-27,Imo,Akokwa,Violence against civilians,27 July. Gunmen suspected to be assassins in the early hours murdered the All Progressives Congress chairman in Ideato N...,1,0.0,0.0,0.0,1.0,Yes,No,,,,,,,
NIG26848,2018-07-28,Zamfara,Maradun,Violence against civilians,"On 28 July 2018, a Zamfara militia abducted fifteen people in the Maradun LGA area (Zamfara) [coded to Maradun]. There a...",0,0.0,0.0,0.0,0.0,Yes,No,,,,,,,
NIG12914,2018-07-29,Ekiti,Ado-Ekiti,Riots,"29 July. Vigilantes torture a man to death in Ado-Ekiti, reasons unknown. Seven suspected were later arrested.",1,0.0,0.0,0.0,1.0,Yes,No,,,,,,,
NIG12915,2018-07-29,Kaduna,Sabon-Layilasan,Violence against civilians,"29 July. 'Armed bandits' attacked communities in Unguwar Dan-Baki (coordinates approx), Sabon-Layi village in Birnin-Gwa...",2,5.0,0.0,0.0,2.0,Yes,No,,,,,,,
NIG12916,2018-07-29,Kaduna,Unguwar Danbaki,Violence against civilians,"29 July. 'Armed bandits' attacked communities in Unguwar Dan-Baki (coordinates approx), Sabon-Layi village in Birnin-Gwa...",1,5.0,0.0,0.0,1.0,Yes,Flagged by dedup,,,,,,,
NIG12925,2018-07-31,Edo,Afuze,Violence against civilians,"31 July. Gunmen suspected to be Fulani herdsmen allegedly attacked a farmer at his farm at Ubuneke-Ivbiaro, in Owan East...",0,0.0,0.0,0.0,0.0,Yes,No,,,,,,,
NIG12923,2018-07-31,Delta,Sapele,Violence against civilians,"31 July. 'Herdsmen' (likely not Fulani) attack the home of Benedict Etedjere Onokpasa, a renound educator, and injured o...",0,0.0,0.0,0.0,0.0,Yes,No,,,,,,,
NIG13745,2018-08-01,Abia,Umuahia,Violence against civilians,1-14 August. 38 pro-Biafria agitators were killed in Abia state in the first 2 weeks of August during Operation Python D...,10,0.0,0.0,0.0,10.0,Yes,No,,,,,,,
NIG12929,2018-08-02,Kaduna,Igabi,Violence against civilians,"02 August. A notable Islamic preacher, along with two others, are kidnapped in Maguzawa village, Igabi local government ...",0,0.0,0.0,0.0,0.0,Yes,No,,,,,,,
NIG14069,2018-08-02,Plateau,Miango,Violence against civilians,"02-03 August. Fulani pastoralists attack civilians at the Zanwra area of Jebbu - Miango in Bassa LGA, killing 3 Irigwe p...",2,0.0,0.0,0.0,2.0,Yes,No,,,,,,,
NIG14070,2018-08-03,Plateau,Miango,Violence against civilians,"02-03 August. Fulani pastoralists attack civilians at the Zanwra area of Jebbu - Miango in Bassa LGA, killing 3 Irigwe p...",1,0.0,0.0,0.0,1.0,Yes,No,,,,,,,
NIG12932,2018-08-03,Borno,Monguno,Violence against civilians,03 August. Suspected Barnawi faction Boko Haram attacks Gasarwa village (Monguno LGA) during the late hours. At least fi...,5,0.0,0.0,0.0,5.0,Yes,No,,,,,,,
NIG12945,2018-08-04,Taraba,Kunini,Violence against civilians,"On 4 August 2018, as a reprisal for police intervention the day before, herders militia attacked the Kunini village, Tar...",8,0.0,0.0,0.0,8.0,Yes,No,,,,,,,
NIG13746,2018-08-05,Abia,Umuahia,Violence against civilians,1-14 August. 38 pro-Biafria agitators were killed in Abia state in the first 2 weeks of August during Operation Python D...,10,0.0,0.0,0.0,10.0,Yes,No,,,,,,,
NIG12947,2018-08-05,Borno,Maiduguri,Explosions/Remote violence,"On 5 August 2018, at least 2 suspected BH suicide bombers exploded themselves in the Kalari area of Maiduguri, Borno, ki...",2,0.0,0.0,0.0,2.0,Yes,No,,,,,,,
NIG12949,2018-08-06,Borno,Munduri,Violence against civilians,"On 6 August 2018, BH men attacked the Munduri village, 13km north of Maiduguri, Borno (approx. coordinates used). 7 civi...",7,0.0,0.0,0.0,7.0,Yes,No,,,,,,,
NIG13747,2018-08-09,Abia,Umuahia,Violence against civilians,1-14 August. 38 pro-Biafria agitators were killed in Abia state in the first 2 weeks of August during Operation Python D...,9,0.0,0.0,0.0,9.0,Yes,No,,,,,,,
NIG12960,2018-08-10,Ekiti,Ado-Ekiti,Violence against civilians,"On 10 August 2018, an APC leader was shot dead by unidentified armed men at a football viewing center in Ado-Ekiti.",1,0.0,0.0,0.0,1.0,Yes,No,,,,,,,
NIG12966,2018-08-10,Plateau,Bassa,Violence against civilians,10 August. Suspected Fulani militia kills three Irigwe people in Zanwra community in Bassa LGA.,3,0.0,0.0,0.0,3.0,Yes,No,,,,,,,
